edad	EstadoCivil	Direccion	Ingresos	tipovehiculo	Educacion	Anostrabajando	Satisfaclab	Personashogar	Baja
49	Casado	16	-25	Economico	Diplomado	5 a 15	Algo insatisfecho	3	No
23	Soltero	1	50-70	Estandar	Diplomado	Menos de 5	Muy insatisfecho	4	No
60	Casado	0	25-49	Estandar	Basicos	Mas de 15	Muy satisfecho	2	No
25	Casado	4	25-49	Estandar	Diplomado	Menos de 5	Muy insatisfecho	5	No
25	Casado	3	-25	Economico	Basicos	Menos de 5	Algo insatisfecho	3	No
32	Soltero	8	50-70	Estandar	Bachillerato	5 a 15	Neutro	2	No
48	Casado	12	70	Lujo	Basicos	Mas de 15	Neutro	4	No
56	Soltero	7	70	Lujo	Licenciado	Mas de 15	Muy satisfecho	1	No
34	Soltero	6	25-49	Estandar	Bachillerato	Menos de 5	Algo satisfecho	2	No
40	Soltero	21	25-49	Estandar	Basicos	5 a 15	Neutro	1	No
37	Casado	2	50-70	Estandar	Diplomado	5 a 15	Algo insatisfecho	4	No
36	Soltero	8	50-70	Economico	Basicos	Menos de 5	Neutro	1	No
21	Soltero	0	-25	Economico	Bachillerato	Menos de 5	Muy insatisfecho	1	No
52	Soltero	31	70	Lujo	Diplomado	Mas de 15	Muy satisfecho	1	No
19	Casado	0	-25	Economico	Bachillerato	Menos de 5	Muy insatisfecho	3	No
52	Soltero	32	70	Lujo	Licenciado	5 a 15	Muy insatisfecho	1	No
36	Soltero	5	70	Lujo	Tercer ciclo	5 a 15	Muy satisfecho	1	No
53	Casado	9	25-49	Estandar	Basicos	5 a 15	Algo satisfecho	4	No
61	Soltero	19	-25	Economico	Basicos	Mas de 15	Algo satisfecho	1	No
27	Casado	4	25-49	Economico	Diplomado	Menos de 5	Algo satisfecho	4	No
49	Casado	18	70	Lujo	Bachillerato	Mas de 15	Muy satisfecho	2	No
58	Casado	8	25-49	Estandar	Basicos	Menos de 5	Muy insatisfecho	2	No
68	Soltero	28	-25	Economico	Bachillerato	Mas de 15	Muy satisfecho	1	No
50	Casado	8	25-49	Estandar	Basicos	5 a 15	Algo satisfecho	2	No
31	Soltero	0	25-49	Estandar	Licenciado	5 a 15	Algo insatisfecho	1	No
20	Soltero	0	-25	Economico	Diplomado	Menos de 5	Algo insatisfecho	1	No
71	Casado	36	-25	Economico	Basicos	Menos de 5	Algo insatisfecho	2	No
32	Casado	10	25-49	Estandar	Licenciado	Menos de 5	Algo satisfecho	2	No
67	Soltero	34	-25	Economico	Diplomado	5 a 15	Neutro	1	No
70	Soltero	3	25-49	Economico	Bachillerato	Mas de 15	Algo satisfecho	1	No
47	Soltero	18	25-49	Estandar	Basicos	5 a 15	Muy satisfecho	1	No
63	Casado	35	50-70	Lujo	Basicos	5 a 15	Algo insatisfecho	2	No
61	Soltero	9	25-49	Estandar	Diplomado	Mas de 15	Algo satisfecho	1	No
43	Soltero	4	50-70	Estandar	Bachillerato	5 a 15	Algo insatisfecho	1	No
34	Casado	0	50-70	Estandar	Licenciado	Menos de 5	Neutro	3	No
31	Soltero	6	25-49	Economico	Bachillerato	Menos de 5	Muy insatisfecho	1	No
59	Soltero	28	50-70	Estandar	Basicos	Mas de 15	Algo satisfecho	1	No
32	Soltero	7	25-49	Estandar	Bachillerato	5 a 15	Algo satisfecho	1	No
64	Casado	30	-25	Economico	Diplomado	5 a 15	Algo insatisfecho	2	No
38	Soltero	16	25-49	Economico	Tercer ciclo	Menos de 5	Muy insatisfecho	1	No
34	Soltero	15	25-49	Estandar	Diplomado	5 a 15	Neutro	3	No
37	Casado	1	50-70	Lujo	Diplomado	Mas de 15	Algo satisfecho	5	No
33	Soltero	14	50-70	Estandar	Diplomado	Menos de 5	Algo insatisfecho	1	No
33	Casado	5	25-49	Estandar	Basicos	Menos de 5	Muy insatisfecho	5	No
21	Casado	1	25-49	Economico	Diplomado	Menos de 5	Neutro	5	No
22	Casado	1	25-49	Economico	Licenciado	Menos de 5	Muy insatisfecho	5	No
53	Soltero	12	-25	Economico	Basicos	Menos de 5	Muy insatisfecho	1	No
46	Casado	2	70	Lujo	Bachillerato	Mas de 15	Algo satisfecho	5	No
68	Soltero	30	-25	Economico	Basicos	5 a 15	Neutro	1	No
31	Casado	5	25-49	Estandar	Bachillerato	5 a 15	Algo insatisfecho	5	No
63	Casado	3	-25	Economico	Diplomado	Mas de 15	Algo satisfecho	2	No
27	Casado	6	25-49	Estandar	Bachillerato	Menos de 5	Algo insatisfecho	4	No
43	Soltero	9	70	Lujo	Basicos	Mas de 15	Neutro	1	No
35	Soltero	9	25-49	Estandar	Tercer ciclo	Menos de 5	Neutro	1	No
41	Soltero	7	-25	Economico	Basicos	Menos de 5	Muy insatisfecho	1	No
59	Soltero	5	-25	Economico	Bachillerato	5 a 15	Algo insatisfecho	1	No
51	Soltero	21	25-49	Estandar	Basicos	Menos de 5	Muy insatisfecho	1	No
30	Casado	0	25-49	Estandar	Licenciado	Menos de 5	Algo insatisfecho	3	No
53	Casado	3	50-70	Lujo	Basicos	Mas de 15	Algo satisfecho	2	No
21	Casado	0	-25	Economico	Diplomado	Menos de 5	Muy insatisfecho	3	No
42	Casado	0	-25	Economico	Basicos	5 a 15	Muy satisfecho	4	No
65	Soltero	35	-25	Economico	Bachillerato	Mas de 15	Neutro	1	No
40	Soltero	17	-25	Economico	Bachillerato	Menos de 5	Muy insatisfecho	1	No
26	Soltero	3	-25	Economico	Basicos	5 a 15	Algo satisfecho	1	No
63	Soltero	28	-25	Economico	Bachillerato	Menos de 5	Muy insatisfecho	1	No
38	Casado	5	50-70	Estandar	Bachillerato	Mas de 15	Algo satisfecho	4	No
53	Soltero	5	25-49	Estandar	Bachillerato	5 a 15	Muy satisfecho	1	No
35	Casado	14	25-49	Economico	Basicos	5 a 15	Neutro	6	No
48	Soltero	4	-25	Economico	Licenciado	5 a 15	Algo insatisfecho	1	No
31	Casado	12	25-49	Estandar	Basicos	5 a 15	Neutro	2	No
61	Soltero	33	-25	Economico	Bachillerato	Mas de 15	Algo insatisfecho	1	No
38	Casado	4	25-49	Estandar	Bachillerato	5 a 15	Muy satisfecho	4	No
35	Soltero	6	70	Lujo	Bachillerato	5 a 15	Algo satisfecho	1	No
31	Soltero	10	25-49	Estandar	Basicos	5 a 15	Neutro	1	No
31	Casado	9	25-49	Estandar	Bachillerato	5 a 15	Algo satisfecho	2	No
31	Soltero	3	25-49	Estandar	Licenciado	Menos de 5	Algo insatisfecho	1	No
48	Casado	3	70	Lujo	Diplomado	5 a 15	Neutro	2	No
45	Casado	26	50-70	Estandar	Diplomado	5 a 15	Neutro	2	No
54	Soltero	29	70	Lujo	Bachillerato	Mas de 15	Muy insatisfecho	1	No
50	Soltero	17	50-70	Estandar	Bachillerato	Mas de 15	Algo insatisfecho	1	No
36	Soltero	6	-25	Economico	Bachillerato	Menos de 5	Algo insatisfecho	1	No
24	Casado	4	25-49	Economico	Licenciado	Menos de 5	Algo satisfecho	4	No
49	Casado	8	50-70	Estandar	Bachillerato	Mas de 15	Muy satisfecho	2	No
25	Casado	3	-25	Economico	Bachillerato	5 a 15	Neutro	3	No
43	Casado	5	25-49	Estandar	Basicos	Mas de 15	Algo satisfecho	4	No
42	Casado	15	50-70	Estandar	Diplomado	Mas de 15	Muy satisfecho	4	No
50	Casado	28	50-70	Lujo	Diplomado	Mas de 15	Muy insatisfecho	2	No
38	Soltero	1	50-70	Estandar	Licenciado	5 a 15	Algo satisfecho	2	No
40	Soltero	13	25-49	Economico	Diplomado	5 a 15	Muy satisfecho	3	No
53	Casado	26	25-49	Estandar	Diplomado	5 a 15	Muy satisfecho	2	No
44	Casado	9	-25	Economico	Basicos	5 a 15	Algo insatisfecho	2	No
43	Soltero	4	70	Lujo	Basicos	Mas de 15	Muy satisfecho	3	No
43	Soltero	2	25-49	Estandar	Bachillerato	5 a 15	Algo satisfecho	1	No
27	Casado	2	25-49	Estandar	Diplomado	5 a 15	Neutro	2	No
47	Casado	11	-25	Economico	Licenciado	Menos de 5	Muy insatisfecho	5	No
39	Casado	10	25-49	Estandar	Basicos	5 a 15	Algo insatisfecho	5	No
54	Soltero	18	50-70	Estandar	Basicos	Mas de 15	Algo insatisfecho	1	No
28	Soltero	5	25-49	Economico	Basicos	Menos de 5	Algo insatisfecho	1	No
44	Casado	12	25-49	Economico	Licenciado	Menos de 5	Algo insatisfecho	5	No
20	Soltero	1	-25	Economico	Bachillerato	Menos de 5	Algo satisfecho	1	No
47	Soltero	5	50-70	Estandar	Basicos	Mas de 15	Muy satisfecho	1	No
37	Casado	6	25-49	Economico	Diplomado	Menos de 5	Muy insatisfecho	3	No
26	Casado	0	70	Lujo	Bachillerato	Menos de 5	Algo insatisfecho	5	No
39	Casado	16	-25	Economico	Basicos	Menos de 5	Algo insatisfecho	3	No
